province,district,commune,ethny,sex,age,n
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[52, 53)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[54, 55)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[55, 56)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[57, 58)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[58, 59)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[67, 68)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[68, 69)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[69, 70)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[70, 71)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[71, 72)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[73, 74)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[75, 76)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[77, 78)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[80, Inf)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[3, 4)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[12, 13)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[18, 19)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[25, 26)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[29, 30)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[32, 33)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[43, 44)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[48, 49)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[50, 51)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[52, 53)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[54, 55)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[55, 56)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[57, 58)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[58, 59)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[67, 68)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[68, 69)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[69, 70)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[70, 71)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[71, 72)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[73, 74)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[75, 76)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[77, 78)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Thái,female,"[80, Inf)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[3, 4)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[12, 13)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[18, 19)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[25, 26)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[29, 30)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[32, 33)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[43, 44)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[48, 49)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[50, 51)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[52, 53)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[54, 55)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[55, 56)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[56, 57)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[57, 58)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[58, 59)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[67, 68)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[68, 69)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[69, 70)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[70, 71)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[71, 72)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[73, 74)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[75, 76)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[77, 78)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,male,"[80, Inf)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[3, 4)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[12, 13)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[18, 19)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[25, 26)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[29, 30)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[32, 33)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[43, 44)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[48, 49)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[50, 51)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[52, 53)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[54, 55)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[55, 56)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[57, 58)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[58, 59)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Hoa,female,"[67, 68)",0
